abbreviatedaddress,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotsize,date_sold,price,zestimate,median_income
3828 NW Mortensen Ter,Portland,97229,45.54730988,-122.8172989,3,4,6534,6/1/2021,840000,859700,70082
3749 NW Devoto Ln,Portland,97229,45.55059433,-122.7718048,4,5,10890,4/15/2021,1950000,2021400,70082
5879 NW 213th Pl,Portland,97229,45.56238937,-122.8964386,3,3,4791,10/30/2020,430000,488400,70082
16709 NW Argyle Way,Portland,97229,45.55649185,-122.8490753,4,4,9583,11/18/2020,705200,798500,70082
9511 NW Engleman St,Portland,97229,45.53298569,-122.7751389,5,5,8712,5/18/2021,933500,962800,70082
13289 NW Findley St,Portland,97229,45.55334854,-122.8143692,4,6,5227,3/31/2021,938000,989600,70082
15309 NW Decatur Way,Portland,97229,45.5579071,-122.8352814,3,3,5227,7/8/2020,487000,570900,70082
5640 NW 135th Ave,Portland,97229,45.56015396,-122.8153763,4,5,5662,4/15/2021,935000,977900,70082
204 NW 110th Ave,Portland,97229,45.52110672,-122.7893982,3,4,11325,11/18/2020,750000,848900,70082
13552 NW Kollenborn Ln,Portland,97229,45.54582214,-122.8164978,3,3,6969,3/31/2021,755000,796600,70082
15478 NW Blakely Ln,Portland,97229,45.55606461,-122.8362656,3,4,7405,4/15/2021,605000,638300,70082
15097 NW Channa Dr,Portland,97229,45.55128098,-122.8324127,3,4,6969,9/27/2020,630000,732100,70082
2598 NW Parnell Ter,Portland,97229,45.53857803,-122.7960968,3,3,5227,4/15/2021,536150,565600,70082
16682 NW Redding Ln,Portland,97229,45.55699158,-122.8481903,4,5,12632,5/28/2021,875000,897800,70082
10605 NW Saltzman Rd,Portland,97229,45.56039429,-122.7870483,4,4,43124,7/12/2021,1595000,1595900,70082
15976 NW Tullamorrie Way,Portland,97229,45.55195236,-122.8411942,3,3,8276,5/26/2021,850000,844100,70082
16034 NW Saint Andrews Dr,Portland,97229,45.54956055,-122.8422012,2,2,5662,6/9/2021,729000,738700,70082
1922 NW New Hope Ct,Portland,97229,45.53710175,-122.7730484,4,5,10890,11/18/2020,674060,738000,70082
2563 NW 108th Ter,Portland,97229,45.53811264,-122.7885284,3,5,6098,7/15/2021,867000,868500,70082
4562 NW Harris Ter,Portland,97229,45.55241776,-122.7985611,4,5,5663,9/27/2020,879950,1016900,70082
15626 NW Snowbush Ln,Portland,97229,45.56873703,-122.8378296,3,3,871,6/9/2021,502000,513800,70082
12263 NW Kearney St,Portland,97229,45.52973938,-122.8035126,2,3,8276,9/29/2020,535000,621200,70082
12860 NW Creekside Dr,Portland,97229,45.54177856,-122.8086166,3,4,34412,3/29/2021,605000,644400,70082
8329 NW Hawkins Blvd,Portland,97229,45.53372574,-122.76297,3,3,9147,7/10/2020,740000,834515,70082
15411 NW Westbrook Way,Portland,97229,45.56278229,-122.8353348,3,4,7840,9/29/2020,595000,690900,70082
3589 NW Sunset View Ter,Portland,97229,45.54549026,-122.7896423,3,5,6098,11/18/2020,692500,783800,70082
1030 NW 107th Ave,Portland,97229,45.52696991,-122.7864761,4,3,25264,3/23/2021,630000,673600,70082
8970 NW Torrey View Ct,Portland,97229,45.52265549,-122.7691574,3,5,10454,9/29/2020,615000,714100,70082
15898 NW Brugger Rd,Portland,97229,45.56902313,-122.8403778,3,3,3484,3/29/2021,559000,595500,70082
5513 NW Bannister Dr,Portland,97229,45.55939102,-122.8071594,3,5,7405,6/1/2021,750000,767600,70082
5642 NW 146th Ave,Portland,97229,45.56035233,-122.8265381,2,3,7840,9/29/2020,570000,662100,70082
11610 NW Cyrus Ln,Portland,97229,45.54473495,-122.7964249,4,5,10018,6/7/2021,1225000,1249800,70082
2816 NW Mill Pond Rd,Portland,97229,45.54352188,-122.7827377,3,3,10018,3/29/2021,815000,850900,70082
3322 NW 147th Pl,Portland,97229,45.54377365,-122.8286285,4,5,6098,3/29/2021,910000,960600,70082
13219 NW Helen Ln,Portland,97229,45.53865051,-122.8130569,3,5,12632,6/7/2021,1120000,1142700,70082
8616 NW Marshall St,Portland,97229,45.53076935,-122.7663345,3,5,5227,5/18/2021,920000,948400,70082
347 NW 83rd Pl,Portland,97229,45.52407837,-122.7627869,4,5,11324,7/13/2020,5795,1012300,70082
8816 NW Benson St,Portland,97229,45.53822708,-122.7672424,3,4,15681,6/7/2021,995000,1011100,70082
16580 NW Vetter Dr,Portland,97229,45.56591797,-122.8478622,3,4,4791,5/18/2021,800000,824700,70082
16987 NW Catalpa St,Portland,97229,45.57644653,-122.8527603,4,5,4356,3/4/2021,660000,705700,70082
1495 NW 123rd Ave,Portland,97229,45.53037643,-122.8042145,3,4,8276,5/18/2021,715000,736100,70082
7379 NW Eleanor Ave,Portland,97229,45.57291794,-122.8309708,3,2,1306,11/16/2020,334990,784600,70082
10943 NW Crystal Creek Ln,Portland,97229,45.5465126,-122.7893372,4,5,7840,3/4/2021,905000,968500,70082
14947 NW Shackelford Rd,Portland,97229,45.57160568,-122.8307953,3,2,871,3/4/2021,370000,399700,70082
9654 NW Bermar Ln,Portland,97229,45.52794266,-122.7762222,4,6,10018,5/18/2021,982000,1012300,70082
9369 NW Ember Ln,Portland,97229,45.52786636,-122.7735596,3,4,3049,9/29/2020,510000,592200,70082
1540 NW 129th Pl,Portland,97229,45.53093719,-122.809227,3,4,8276,3/15/2021,770000,818800,70082
737 NW Spring Ave,Portland,97229,45.52830887,-122.7500687,4,6,14810,11/15/2020,930000,1019100,70082
615 NW Torrey View Ln,Portland,97229,45.52426529,-122.7693787,3,3,9499,7/13/2020,710000,827800,70082
1945 NW Jasmine Ln,Portland,97229,45.5369873,-122.7609177,4,6,11761,9/29/2020,975000,1086700,70082
1616 NW Foley Ct,Portland,97229,45.53475571,-122.7680511,5,4,17859,11/15/2020,960000,1053500,70082
8921 NW Benson St,Portland,97229,45.5381813,-122.7688599,3,4,16552,10/30/2020,941000,1039200,70082
9145 NW Lovejoy St,Portland,97229,45.5306015,-122.7707443,4,4,15245,3/4/2021,1270000,1359100,70082
7733 NW Blue Pointe Ln,Portland,97229,45.53224945,-122.7573471,3,4,15681,3/4/2021,1100000,1159900,70082
9249 NW Fullner Ct,Portland,97229,45.53349686,-122.7715378,4,4,27878,9/29/2020,1000000,1152100,70082
12420 NW Hibbard Dr,Portland,97229,45.54650879,-122.8049469,3,4,8276,3/4/2021,995000,1064200,70082
12257 NW Fernleaf Ln,Portland,97229,45.5513916,-122.8028107,4,5,5227,11/15/2020,1050000,1190000,70082
7652 NW Agnes Ter,Portland,97229,45.57517624,-122.8349762,3,4,3920,3/29/2021,688400,726600,70082
8980 NW Cornell Rd,Portland,97229,45.52865982,-122.7692947,3,3,21780,3/4/2021,625000,675200,70082
13355 NW Findley St,Portland,97229,45.55334473,-122.815155,3,5,4791,11/15/2020,950000,1076600,70082
10381 NW Royal Rose Ct,Portland,97229,45.52967834,-122.7837372,4,4,12632,11/15/2020,895000,1014300,70082
1627 NW Mayfield Rd,Portland,97229,45.53506851,-122.7788086,2,3,9147,9/29/2020,660000,735400,70082
11535 NW McDaniel Rd,Portland,97229,45.53978729,-122.7954941,4,3,43995,9/29/2020,1355000,1561100,70082
13994 NW Meadowridge Dr,Portland,97229,45.55170441,-122.8207016,4,5,7405,9/29/2020,1125000,1296600,70082
5850 NW Redfox Dr,Portland,97229,45.56168747,-122.8062973,3,5,5662,9/29/2020,670000,771900,70082
15242 NW Mitchell St,Portland,97229,45.55036163,-122.8338547,3,4,7405,9/29/2020,674900,777600,70082
4484 NW Woodgate Ave,Portland,97229,45.5520134,-122.8038559,4,4,4356,5/20/2021,1045758,1074500,70082
7440 NW 165th Ave,Portland,97229,45.5735321,-122.8472214,3,4,3049,3/4/2021,635000,685600,70082
13085 NW Glenridge Dr,Portland,97229,45.52315521,-122.8112411,3,5,33541,3/15/2021,740000,787300,70082
13224 NW Hartford St,Portland,97229,45.54473114,-122.8129959,4,4,8712,9/30/2020,767400,883800,70082
6774 NW Eleanor Ave,Portland,97229,45.56850433,-122.8306198,3,4,2613,10/30/2020,555000,637200,70082
16840 NW Crossvine St,Portland,97229,45.57691574,-122.8509064,4,6,6098,6/3/2021,1055000,1076200,70082
7919 NW Hawkins Blvd,Portland,97229,45.53422165,-122.7585068,6,5,30927,3/29/2021,1450000,1513900,70082
1849 NW 93rd Pl,Portland,97229,45.53289413,-122.7725983,4,4,19166,3/29/2021,1275000,1346600,70082
15188 NW Marie Way,Portland,97229,45.56779099,-122.8334351,3,4,3920,9/30/2020,619000,718500,70082
17164 NW Blacktail Dr,Portland,97229,45.55744171,-122.8555374,2,3,5662,3/4/2021,500000,539800,70082
9936 NW Wind Ridge Dr,Portland,97229,45.55832672,-122.7788544,8,5,222155,6/3/2021,2300000,2337700,70082
16685 NW Crossvine St,Portland,97229,45.57732773,-122.8486557,4,6,4792,6/1/2021,983110,1003900,70082
10440 NW Mayer Ct,Portland,97229,45.5378685,-122.7846451,4,3,9147,10/16/2020,640000,716300,70082
14946 NW Applegate Ln,Portland,97229,45.55834198,-122.830101,3,4,7840,10/30/2020,720000,822000,70082
5635 NW 146th Ave,Portland,97229,45.56034088,-122.8271255,3,4,7405,9/30/2020,630000,731300,70082
2228 NW Pinnacle Dr,Portland,97229,45.5390625,-122.7733078,4,5,9147,4/14/2021,1180000,1223800,70082
11725 NW West Rd,Portland,97229,45.54398727,-122.7973022,2,4,7840,6/3/2021,671000,686000,70082
15563 NW Par Ct,Portland,97229,45.55338287,-122.8375626,2,2,5662,6/3/2021,808000,826100,70082
12452 NW Fernleaf Ln,Portland,97229,45.55104065,-122.8046494,3,5,3485,10/13/2020,749995,861800,70082
5073 NW 149th Ter,Portland,97229,45.55635834,-122.8312454,3,3,3484,4/14/2021,538000,567900,70082
1531 NW Miller Rd,Portland,97229,45.5343132,-122.7677536,4,4,16988,5/24/2021,1250000,1277300,70082
4597 NW 133rd Ave,Portland,97229,45.55284882,-122.8146515,3,4,6098,7/10/2020,775000,905700,70082
9637 NW Engleman St,Portland,97229,45.53504181,-122.7764359,4,4,7840,6/3/2021,819000,833600,70082
14639 NW Sethrich Ln,Portland,97229,45.55449677,-122.828125,4,4,12632,11/13/2020,1099000,1247100,70082
11185 NW Kathleen Dr,Portland,97229,45.53762817,-122.7918396,3,4,23522,5/20/2021,850000,875800,70082
2391 NW Byrne Ter,Portland,97229,45.53684616,-122.7967758,4,4,3484,4/14/2021,690000,722000,70082
11990 NW Maple Hill Ln,Portland,97229,45.53578186,-122.8003082,3,3,13939,3/26/2021,879000,929800,70082
12546 NW Waker Dr,Portland,97229,45.53688049,-122.8051376,4,4,11326,10/16/2020,980000,1124800,70082
5711 NW Primino Ave,Portland,97229,45.56080246,-122.811409,4,4,4791,7/15/2021,790000,791100,70082
12037 NW Weaver Ln,Portland,97229,45.55331421,-122.8003311,3,5,5663,3/26/2021,851000,900100,70082
7653 NW Lauren Ave,Portland,97229,45.5753212,-122.8345108,3,4,4356,3/26/2021,677990,717100,70082
2875 NW 132nd Ave,Portland,97229,45.54064941,-122.8138733,3,4,12632,11/13/2020,740000,839800,70082
16375 NW Graf St,Portland,97229,45.56277466,-122.8468552,3,3,6969,5/20/2021,702000,723300,70082
151 NW Miller Rd,Portland,97229,45.52090836,-122.7599564,2,3,317116,10/30/2020,1673000,1847500,70082
9411 NW Harvest Hill Dr,Portland,97229,45.52730179,-122.7736435,3,5,3049,10/22/2020,589900,679000,70082
13187 NW Burton St,Portland,97229,45.53711319,-122.812561,4,5,17000,10/22/2020,1100000,1207400,70082
16873 NW Bernietta Ct,Portland,97229,45.5626564,-122.8515625,3,4,7405,7/13/2020,622450,728600,70082
11015 NW Copeland St,Portland,97229,45.52435303,-122.7901001,3,4,22651,6/1/2021,1170000,1198000,70082
5518 NW 165th Pl,Portland,97229,45.56004333,-122.8471527,3,4,8712,10/25/2020,555000,638100,70082
10123 NW Langworthy Ter,Portland,97229,45.54891205,-122.7817917,5,5,10454,11/12/2020,1240000,1363600,70082
13075 NW Ridgetop St,Portland,97229,45.5422554,-122.81147,3,4,21780,7/10/2020,852600,995200,70082
9934 NW Skyline Heights Dr,Portland,97229,45.5507431,-122.7784958,6,5,8276,5/20/2021,1385000,1415700,70082
10426 NW Mayer Ct,Portland,97229,45.53767776,-122.7841415,5,5,9583,10/2/2020,810000,902000,70082
12830 NW Laidlaw Rd,Portland,97229,45.555439,-122.8086929,3,4,48351,11/12/2020,817000,927500,70082
4830 NW 162nd Ter,Portland,97229,45.55492783,-122.8436584,3,2,1306,10/2/2020,345000,400300,70082
16702 NW Argyle Way,Portland,97229,45.55603027,-122.848671,3,5,7405,10/22/2020,641000,737900,70082
13216 NW Alvada St,Portland,97229,45.55598068,-122.8131714,3,5,6098,3/15/2021,765000,813500,70082
12496 NW Hartford St,Portland,97229,45.54304123,-122.8051834,3,5,14374,6/3/2021,1020000,1043300,70082
9621 NW Henry Ct,Portland,97229,45.54611588,-122.7758255,3,4,7405,6/3/2021,849900,863800,70082
14381 NW Greenwood Dr,Portland,97229,45.56145477,-122.8249893,3,3,11325,10/2/2020,680000,782900,70082
5226 NW 133rd Ave,Portland,97229,45.5570755,-122.813179,3,4,8276,10/2/2020,760000,875000,70082
4521 NW Tamoshanter Way,Portland,97229,45.55345154,-122.842247,2,2,5663,10/15/2020,720000,824800,70082
4921 NW Skyline Blvd,Portland,97229,45.55898666,-122.7833328,8,7,87120,10/25/2020,1650000,1824300,70082
9601 NW Leahy Rd,Portland,97229,45.52388382,-122.7759628,1,2,156816,5/21/2021,275000,280400,70082
15754 NW Trakehner Way,Portland,97229,45.55782318,-122.8390961,3,5,6098,7/15/2021,670000,671400,70082
8842 NW Kearney St,Portland,97229,45.5293541,-122.7684326,4,4,4791,6/3/2021,852000,868000,70082
9200 NW Kearney St,Portland,97229,45.52962112,-122.771637,4,4,17424,10/25/2020,845000,964000,70082
4262 NW 125th Ave,Portland,97229,45.55051422,-122.8056641,3,4,4791,10/22/2020,580000,667600,70082
15170 NW Olive St,Portland,97229,45.57380676,-122.8333511,3,4,3049,10/22/2020,529509,609500,70082
5078 NW 149th Ter,Portland,97229,45.55647278,-122.8308105,4,5,3049,6/3/2021,636925,654000,70082
13413 NW Yvonne Ln,Portland,97229,45.5477562,-122.8148956,3,3,5227,4/28/2021,726000,756200,70082
10421 NW Burkhardt Ct,Portland,97229,45.54166412,-122.7843781,3,4,11761,1/19/2021,780000,837100,70082
2217 NW Cedar View Ln,Portland,97229,45.53905106,-122.7824097,3,2,2178,1/19/2021,365000,397300,70082
1220 NW 128th Ave,Portland,97229,45.52848053,-122.8084869,2,3,19166,4/28/2021,476000,498500,70082
3305 NW Kinsley Ter,Portland,97229,45.54342651,-122.8024063,4,5,6969,1/19/2021,985000,1082600,70082
14970 NW Orchid St,Portland,97229,45.57185364,-122.8309784,3,2,871,8/11/2020,359990,425000,70082
4146 NW 134th Ter,Portland,97229,45.54978561,-122.8150024,3,4,6969,4/28/2021,780000,882400,70082
7870 NW 168th Ave,Portland,97229,45.57651901,-122.8499374,4,6,6098,6/29/2021,1100000,1106400,70082
1750 NW 131st Ave,Portland,97229,45.532341,-122.8115997,2,5,7840,1/19/2021,600000,790400,70082
1223 NW Mayfield Rd,Portland,97229,45.53208923,-122.7777481,3,4,7840,6/29/2021,760000,764400,70082
2306 NW Birkendene St,Portland,97229,45.53936386,-122.7776794,3,4,9583,7/8/2020,839000,946731,70082
3858 NW Tustin Ranch Dr,Portland,97229,45.54743576,-122.8136063,3,4,4791,4/28/2021,700000,729500,70082
3945 NW Devoto Ln,Portland,97229,45.55021667,-122.7759781,4,5,6969,8/13/2020,1100000,1242300,70082
2750 NW Bauer Woods Dr,Portland,97229,45.53948593,-122.8134918,3,4,11761,6/29/2021,902000,909800,70082
5744 NW 131st Ave,Portland,97229,45.56093979,-122.8117905,4,5,4791,6/29/2021,920000,928000,70082
4722 NW 169th Pl,Portland,97229,45.55343246,-122.8505402,3,4,10454,1/21/2021,580000,641000,70082
5310 NW Primino Ave,Portland,97229,45.55768204,-122.8108521,3,4,5662,4/12/2021,767000,814200,70082
17736 NW Concordia Ct,Portland,97229,45.56240845,-122.8599854,3,5,10454,8/13/2020,655000,767100,70082
16154 NW Canterwood Way,Portland,97229,45.55288315,-122.8450928,2,2,6098,8/13/2020,739000,865200,70082
12345 NW Maple Hill Ln,Portland,97229,45.53657532,-122.8031464,4,4,29232,7/1/2021,704321,1114200,70082
12980 NW Overton St,Portland,97229,45.53300095,-122.810585,3,5,9147,4/28/2021,633000,663300,70082
13190 NW Helen Ln,Portland,97229,45.53811264,-122.812439,3,4,16117,1/21/2021,860000,944700,70082
14180 NW Linmere Ln,Portland,97229,45.54208755,-122.8228302,4,4,20037,8/11/2020,1476000,1774000,70082
15234 NW Vance Dr,Portland,97229,45.5604744,-122.8334885,3,4,13939,8/13/2020,859000,1005700,70082
16181 NW Ryegrass St,Portland,97229,45.56407928,-122.8426437,3,5,6098,4/28/2021,631000,661200,70082
12792 NW Kyla Ln,Portland,97229,45.55772781,-122.80793,3,4,5662,8/13/2020,675000,790500,70082
13733 NW Park Pl,Portland,97229,45.52210617,-122.8190536,2,3,9583,8/10/2020,484900,572900,70082
2310 NW 124th Ave,Portland,97229,45.53655243,-122.8044815,3,4,13503,4/28/2021,849900,885200,70082
11515 NW Laidlaw Rd,Portland,97229,45.55191803,-122.7954559,1,2,20037,1/21/2021,335000,364400,70082
15374 NW Andalusian Way,Portland,97229,45.56050491,-122.8354416,3,4,8276,1/18/2021,589000,646100,70082
7064 NW Eleanor Ave,Portland,97229,45.57075882,-122.8316345,3,4,2613,10/22/2020,490000,564000,70082
15256 NW Twinflower Dr,Portland,97229,45.56355667,-122.834465,3,4,5227,8/10/2020,504000,595400,70082
11200 NW Reeves St,Portland,97229,45.52774048,-122.7913132,2,4,29185,10/2/2020,579000,671800,70082
9563 NW Marvin Ln,Portland,97229,45.53211975,-122.7756958,3,5,7405,7/1/2021,710000,715100,70082
16932 NW Antonio St,Portland,97229,45.57039261,-122.8512802,3,4,3049,3/12/2021,653000,695700,70082
11342 NW Riesling Ct,Portland,97229,45.52883911,-122.7935333,3,3,5227,1/18/2021,575000,636400,70082
15153 NW Cosmos St,Portland,97229,45.57343674,-122.833046,3,4,2613,1/18/2021,535000,592100,70082
14628 NW Olive St,Portland,97229,45.57204437,-122.8273392,3,4,2613,10/25/2020,540000,620900,70082
15207 NW Cosmos St,Portland,97229,45.57368469,-122.8338852,2,4,2614,1/21/2021,520755,575800,70082
13640 NW Springville Ln,Portland,97229,45.56619644,-122.8180923,3,3,74487,1/15/2021,1400000,1505100,70082
10249 NW Engleman St,Portland,97229,45.53432465,-122.782486,3,6,10890,1/21/2021,780500,837000,70082
15612 NW Blueblossom St,Portland,97229,45.56818008,-122.8378067,3,3,1742,6/29/2021,513100,519400,70082
16170 NW Fescue Ct,Portland,97229,45.56428146,-122.8429413,3,3,1742,1/15/2021,370000,410300,70082
7399 NW Eleanor Ave,Portland,97229,45.57312775,-122.8308487,3,2,1306,1/15/2021,327900,363600,70082
16360 NW Ernst St,Portland,97229,45.57178116,-122.8456573,3,3,1742,8/13/2020,369995,436600,70082
1915 NW Norfolk Ct,Portland,97229,45.53676224,-122.7695847,4,5,6969,10/16/2020,845000,937100,70082
261 NW Evensong Pl,Portland,97229,45.52157974,-122.8122025,3,5,7840,10/25/2020,525000,603600,70082
5553 NW 133rd Ave,Portland,97229,45.55951309,-122.8141251,3,5,5662,6/29/2021,895000,901100,70082
229 NW 117th Loop,Portland,97229,45.52014923,-122.7987366,2,3,2613,1/21/2021,495000,541900,70082
5411 NW 146th Ave,Portland,97229,45.55850983,-122.8270493,3,4,7840,8/13/2020,649000,765800,70082
9242 NW Murdock St,Portland,97229,45.54476166,-122.7729645,3,4,10454,1/21/2021,1130000,1212300,70082
12888 NW Bayonne Ln,Portland,97229,45.55177307,-122.8095474,3,5,3920,8/13/2020,597000,704200,70082
1130 NW Mayfield Rd,Portland,97229,45.53372574,-122.7774506,3,4,7840,4/29/2021,810000,843200,70082
11230 NW Reeves St,Portland,97229,45.52782822,-122.7917633,2,4,24393,10/25/2020,625000,718600,70082
3244 NW Blue Sky Ln,Portland,97229,45.54508591,-122.7690201,4,4,8712,3/12/2021,925000,972700,70082
12659 NW Naomi Ln,Portland,97229,45.5563736,-122.8069077,3,5,4791,1/15/2021,649900,720700,70082
9119 NW McKenna Dr,Portland,97229,45.5474472,-122.7706223,4,5,12632,8/13/2020,1175000,1327400,70082
2215 NW Crestview Way,Portland,97229,45.53886795,-122.7682495,5,4,14810,8/13/2020,1210000,1367000,70082
12335 NW Hiller Ln,Portland,97229,45.55076218,-122.8035812,4,4,3920,4/28/2021,1019995,1059500,70082
16576 NW Comadrona Ln,Portland,97229,45.55872726,-122.8478165,3,4,8276,8/13/2020,543000,640900,70082
7501 NW Skyline Blvd,Portland,97229,45.57582474,-122.7948914,3,4,43560,1/13/2021,1070000,1151100,70082
1695 NW 137th Ave,Portland,97229,45.53160095,-122.817955,3,4,7405,10/2/2020,531000,616100,70082
13115 NW Glenridge Dr,Portland,97229,45.52251053,-122.8117294,2,5,20038,10/25/2020,361890,416100,70082
6647 NW Dingo Dr,Portland,97229,45.56795502,-122.8492966,3,3,3049,1/13/2021,509000,564700,70082
11312 NW Melody Ln,Portland,97229,45.53507996,-122.7928925,3,4,4791,5/21/2021,660000,677400,70082
4573 NW 133rd Ave,Portland,97229,45.55270767,-122.8146515,3,3,6098,6/29/2021,900000,905200,70082
12760 NW Lilywood Dr,Portland,97229,45.53755188,-122.8078842,3,4,7405,8/13/2020,799900,936800,70082
4159 NW Cleek Pl,Portland,97229,45.55009842,-122.8413162,2,3,8712,7/14/2020,625000,731300,70082
7648 NW 167th Ave,Portland,97229,45.57513428,-122.8489304,4,5,5000,4/29/2021,842658,874800,70082
14614 NW Safflower Dr,Portland,97229,45.56957245,-122.8275757,3,4,7405,8/10/2020,799000,938600,70082
10602 NW Glenmore Way,Portland,97229,45.54133987,-122.7859726,4,5,3920,8/16/2020,742500,870300,70082
11732 NW Laidlaw Rd,Portland,97229,45.55344009,-122.797821,3,4,40946,4/12/2021,1090000,1142500,70082
680 NW 114th Ave,Portland,97229,45.52450562,-122.7935257,4,5,33541,1/12/2021,700000,769600,70082
7430 NW Penridge Rd,Portland,97229,45.52779007,-122.7514648,4,6,28749,4/28/2021,1105000,1139700,70082
15411 NW Dominion Dr,Portland,97229,45.54442215,-122.8358765,5,7,5227,8/16/2020,810000,947500,70082
9921 NW Engleman St,Portland,97229,45.53593063,-122.7793198,3,3,8712,8/10/2020,697000,788100,70082
13491 NW Alvada St,Portland,97229,45.55652237,-122.8155441,3,4,6098,7/15/2021,784000,785300,70082
1933 NW Jasmine Ln,Portland,97229,45.53661728,-122.7603073,3,4,10018,8/10/2020,925000,1045600,70082
9548 NW Thompson Rd,Portland,97229,45.54847336,-122.7750015,3,3,8712,4/28/2021,710000,733400,70082
15264 NW Marianna St,Portland,97229,45.56971359,-122.8342743,5,4,1742,1/12/2021,520000,577500,70082
15260 NW Decatur Way,Portland,97229,45.55776596,-122.8344498,3,4,5662,11/12/2020,625000,713600,70082
12430 NW Woodland Ct,Portland,97229,45.54470825,-122.804863,4,6,15245,7/8/2020,1050000,1226300,70082
12040 NW Tualatin Ave,Portland,97229,45.57784653,-122.7997437,3,3,373744,1/24/2021,1126335,1191500,70082
795 NW 87th Ter,Portland,97229,45.52493286,-122.7646179,3,4,11325,8/16/2020,785000,918200,70082
2109 NW Cedar View Ln,Portland,97229,45.5387764,-122.7812576,3,2,1742,1/12/2021,350000,382200,70082
15761 NW Graf St,Portland,97229,45.5642128,-122.8391647,3,3,5227,6/28/2021,680000,686600,70082
12774 NW Majestic Sequoia Way,Portland,97229,45.53563309,-122.8069992,5,5,16117,1/12/2021,1625000,1573500,70082
3276 NW Blackcomb Dr,Portland,97229,45.54351425,-122.8248367,3,5,6098,11/12/2020,627000,715900,70082
9938 NW Abbey Rd,Portland,97229,45.53656387,-122.779068,3,3,3920,4/28/2021,700000,722000,70082
5459 NW Lianna Way,Portland,97229,45.55932236,-122.8522644,3,4,5662,1/12/2021,535000,594200,70082
1410 NW 131st Ave,Portland,97229,45.52975845,-122.8115616,2,3,6969,1/12/2021,600000,666400,70082
15795 NW Rondos Dr,Portland,97229,45.56042862,-122.8399887,3,3,6969,8/16/2020,515000,607100,70082
7481 NW Eleanor Ave,Portland,97229,45.57362366,-122.8305511,3,2,1306,4/29/2021,330719,346500,70082
9037 NW Murdock St,Portland,97229,45.54431152,-122.7698135,4,5,12196,1/10/2021,1325000,1426400,70082
15296 NW Delia St,Portland,97229,45.56702805,-122.8346024,3,4,4356,6/28/2021,697500,702300,70082
16885 NW Argyle Way,Portland,97229,45.55724716,-122.8506546,3,3,7840,1/10/2021,530000,588900,70082
15223 NW Cosmos St,Portland,97229,45.57380295,-122.8342819,3,4,3049,3/24/2021,506623,541100,70082
15255 NW Rossetta St,Portland,97229,45.56920242,-122.8340912,3,4,3049,6/28/2021,681000,685700,70082
10925 NW Rainmont Rd,Portland,97229,45.53647232,-122.7889633,2,5,14810,8/18/2020,580000,683500,70082
5389 NW Skycrest Pkwy,Portland,97229,45.55888367,-122.8255539,4,5,8276,8/18/2020,740000,865300,70082
3181 NW 114th Ter,Portland,97229,45.54263306,-122.7954254,3,4,30491,1/10/2021,1175000,1297300,70082
3690 NW Tustin Ranch Dr,Portland,97229,45.54622269,-122.8149643,3,4,4791,7/10/2020,570000,667900,70082
9480 NW Murlea Ln,Portland,97229,45.52194214,-122.7746048,3,5,10018,10/5/2020,712999,819900,70082
11446 NW Henson Ct,Portland,97229,45.52305222,-122.7947845,3,3,5662,4/28/2021,987500,1028500,70082
1770 NW 119th Ave,Portland,97229,45.53242111,-122.7986298,2,3,44430,5/21/2021,700000,694500,70082
