,address,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotsize,date_sold,price,zestimate,median_income
3615,13433 SW 129th Ave,Tigard,97223,45.42276382,-122.81004329999999,4,4,12196,3/12/2021,740000,788600,52527.0
3616,11360 SW 108th Ave,Tigard,97223,45.43793488,-122.78839109999998,2,3,7405,1/4/2021,420325,463900,52527.0
3617,6565 SW Vermont St,Portland,97223,45.47672653,-122.7445297,2,4,11325,3/12/2021,550000,586100,52527.0
3618,10865 SW Briarwood Pl,Tigard,97223,45.44133377,-122.81145479999999,2,2,1742,1/27/2021,352000,391700,52527.0
3619,13984 SW Bluestem Ln,Tigard,97223,45.43335724,-122.8203125,3,3,5662,10/2/2020,525000,604400,52527.0
3620,13648 SW Feiring Ln,Tigard,97223,45.43473434,-122.81715390000001,3,3,4791,8/19/2020,435500,508900,52527.0
3621,13374 SW 157th Ave,Portland,97223,45.42330551,-122.83834840000002,2,3,5227,8/19/2020,445000,520200,52527.0
3622,6891 SW Locust St,Tigard,97223,45.44725037,-122.74740600000001,4,5,10890,1/5/2021,736500,892800,52527.0
3623,11149 SW Eschman Way,Tigard,97223,45.43959427,-122.8107834,3,4,5227,1/27/2021,555000,581600,52527.0
3624,12053 SW 95th Ave,Tigard,97223,45.43321228,-122.7751541,3,3,3484,8/19/2020,405000,473300,52527.0
3625,9670 SW Ventura Ct,Tigard,97223,45.44974899,-122.74667360000001,3,4,10890,10/2/2020,560000,643000,52527.0
3626,10426 SW 90th Ave #11,Tigard,97223,45.44464111,-122.7698135,2,2,435,8/19/2020,294900,332192,52527.0
3627,13971 SW Liden Dr,Tigard,97223,45.43085479999999,-122.82080079999999,3,4,6098,8/7/2020,450000,528000,52527.0
3628,12483 SW Morning Hill Dr,Tigard,97223,45.42967224,-122.81347659999999,2,3,7405,6/3/2021,615000,626600,52527.0
3629,11205 SW 119th Ave,Tigard,97223,45.43891907,-122.7985535,2,3,9583,8/18/2020,405000,473600,52527.0
3630,12865 SW 107th Ct,Tigard,97223,45.42692947,-122.78784180000001,2,3,6969,7/15/2021,443900,462900,52527.0
3631,6585 SW 67th Ave,Portland,97223,45.47231674,-122.7471771,2,3,14374,6/28/2021,730000,734400,52527.0
3632,12621 SW Sorrel Dock Ct,Tigard,97223,45.44095612,-122.80646509999998,2,3,6534,1/7/2021,561900,618900,52527.0
3633,10047 SW 70th Pl,Tigard,97223,45.44753647,-122.74794009999998,4,4,11325,6/28/2021,780000,785000,52527.0
3634,7165 SW Ventura Dr,Tigard,97223,45.44830322,-122.7513428,3,4,8276,6/3/2021,470000,479200,52527.0
3635,13845 SW 104th Ave,Tigard,97223,45.41966629,-122.7848206,2,3,5227,8/7/2020,372000,436500,52527.0
3636,12343 SW 132nd Ct,Tigard,97223,45.43103789999999,-122.8127136,2,3,7840,1/7/2021,480000,528700,52527.0
3637,10360 SW Meadow St,Tigard,97223,45.43373871,-122.7836227,3,3,7840,3/18/2021,500300,568700,52527.0
3638,11215 SW Cottonwood Ln,Tigard,97223,45.44167328,-122.79265590000001,2,3,8276,1/26/2021,350000,382200,52527.0
3639,11063 SW Legacy Oak Way,Tigard,97223,45.43956375,-122.754425,3,4,2178,8/7/2020,425000,498700,52527.0
3640,14293 SW Windsong Ct,Tigard,97223,45.42999268,-122.8240509,3,3,6098,7/1/2021,677000,680300,52527.0
3641,11394 SW 96th Ave,Tigard,97223,45.43790054,-122.77521509999998,3,3,688,7/1/2021,2495,457400,52527.0
3642,11360 SW Sycamore Pl,Tigard,97223,45.4378624,-122.8146591,2,2,3920,7/1/2021,475000,477500,52527.0
3643,10300 SW Meadow St,Tigard,97223,45.43371964,-122.7830658,2,3,7840,8/7/2020,395000,463500,52527.0
3644,13065 SW Seca Ct,Tigard,97223,45.42511368,-122.8117142,3,3,2178,7/1/2021,435268,437600,52527.0
3645,11300 SW 95th Ave,Tigard,97223,45.43830872,-122.77417759999999,1,3,5662,6/28/2021,410000,412200,52527.0
3646,7195 SW Shady Ct,Tigard,97223,45.45279312,-122.7513885,3,3,14374,8/16/2020,540000,631600,52527.0
3647,13865 SW Marcia Dr,Tigard,97223,45.42999268,-122.8192825,3,4,8276,7/1/2021,680000,699900,52527.0
3648,11495 SW 92nd Ave,Tigard,97223,45.43671799,-122.77229309999998,3,3,10018,7/8/2020,425000,542623,52527.0
3649,13475 SW Sandridge Dr,Tigard,97223,45.42245865,-122.8275452,4,7,6969,7/1/2021,740000,743900,52527.0
3650,13992 SW Hillshire Dr,Tigard,97223,45.41870117,-122.82489009999999,3,5,16988,1/12/2021,815000,896000,52527.0
3651,16062 SW Tuscany St,Tigard,97223,45.42068481,-122.8423538,3,5,5227,8/16/2020,500000,584900,52527.0
3652,9625 SW Lewis Ln,Tigard,97223,45.43618393,-122.7758179,1,3,9583,4/29/2021,399000,414100,52527.0
3653,11187 SW Summer Lake Dr,Tigard,97223,45.44059372,-122.8056412,2,3,7106,4/29/2021,490000,508500,52527.0
3654,9750 SW Frewing St,Tigard,97223,45.42381668,-122.7779846,3,3,64033,4/29/2021,799000,829200,52527.0
3655,12120 SW Summer Crest Dr,Tigard,97223,45.43615341,-122.80059809999999,2,3,14810,1/21/2021,475700,520500,52527.0
3656,9425 SW Longstaff St,Tigard,97223,45.44096375,-122.7736206,1,3,10890,8/10/2020,330000,386700,52527.0
3657,10765 SW Pathfinder Way,Tigard,97223,45.42754364,-122.78825379999999,2,3,7405,6/29/2021,586000,590000,52527.0
3658,11455 SW 96th Ave,Tigard,97223,45.43749619,-122.7759933,3,3,3484,6/29/2021,512500,515000,52527.0
3659,11866 SW 127th Pl,Tigard,97223,45.43414688,-122.80765530000001,3,4,6534,11/12/2020,640000,723600,52527.0
3660,6505 SW Alfred St,Tigard,97223,45.45150375,-122.74382779999999,3,6,18730,8/13/2020,495000,579600,52527.0
3661,10465 SW 66th Ave,Tigard,97223,45.44422913,-122.74496459999999,2,4,10454,8/13/2020,450000,526900,52527.0
3662,10730 SW Derry Dell Ct,Tigard,97223,45.42499161,-122.78775790000002,2,3,19602,8/13/2020,330000,386400,52527.0
3663,6785 SW Vermont St,Portland,97223,45.47668457,-122.7464294,2,4,11325,8/13/2020,532500,623700,52527.0
3664,11435 SW Esau Pl,Tigard,97223,45.43758011,-122.7769165,2,3,3920,8/10/2020,353000,413800,52527.0
3665,13942 SW Walnut Creek Way,Tigard,97223,45.43218231,-122.82130430000001,3,3,3049,3/17/2021,473000,535000,52527.0
3666,11868 SW Morning Hill Dr,Tigard,97223,45.43381882,-122.8165283,2,4,5662,8/10/2020,410000,480600,52527.0
3667,13924 SW Walnut Creek Way,Tigard,97223,45.43222427,-122.8214493,3,3,3049,10/30/2020,505000,573500,52527.0
3668,11632 SW 98th Ave,Tigard,97223,45.43595886,-122.7772751,3,3,8276,4/28/2021,425000,441600,52527.0
3669,11010 SW Fonner St,Tigard,97223,45.42709351,-122.79015349999999,1,2,8276,1/15/2021,380000,417200,52527.0
3670,13277 SW Ascension Dr,Tigard,97223,45.42398453,-122.8222351,3,4,12196,4/28/2021,739000,768200,52527.0
3671,13710 SW Marcia Dr,Tigard,97223,45.42960358,-122.81785579999999,3,4,6534,8/10/2020,572500,670900,52527.0
3672,11140 SW 124th Pl,Tigard,97223,45.43948364,-122.80254359999999,3,3,6098,8/10/2020,460000,539100,52527.0
3673,8480 SW Arthur Ct,Tigard,97223,45.41942215,-122.7640533,3,3,5227,4/28/2021,447700,465100,52527.0
3674,16291 SW Oneill Ct,Tigard,97223,45.42655563,-122.8445206,3,4,10454,7/14/2020,556000,632948,52527.0
3675,9765 SW Omara St,Tigard,97223,45.41978073,-122.7777481,2,3,15682,4/28/2021,385000,537600,52527.0
3676,6821 SW Locust St,Tigard,97223,45.447284700000004,-122.74669650000001,3,5,11325,4/28/2021,730000,758300,52527.0
3677,13616 SW Lauren Ln,Tigard,97223,45.42520523,-122.81745149999999,3,4,7405,4/28/2021,720000,748100,52527.0
3678,13040 SW Falcon Rise Dr,Tigard,97223,45.43358612,-122.8109818,3,3,5227,4/28/2021,575000,597100,52527.0
3679,13920 SW Liden Dr,Tigard,97223,45.43064499,-122.8202591,3,4,6098,4/28/2021,693000,719600,52527.0
3680,7138 SW Mapleleaf Ct,Tigard,97223,45.44460678,-122.75064850000001,3,3,7840,4/28/2021,550000,571400,52527.0
3681,11556 SW 133rd Pl,Tigard,97223,45.43603516,-122.8130493,2,2,5662,4/28/2021,498000,517100,52527.0
3682,6875 SW Peyton Rd,Portland,97223,45.47449493,-122.7475128,2,3,10890,1/21/2021,550000,601800,52527.0
3683,13286 SW Maplecrest Ct,Tigard,97223,45.42305756,-122.81372069999999,4,4,15245,1/21/2021,701000,767400,52527.0
3684,13369 SW 157th Ave,Tigard,97223,45.42329025,-122.8389206,3,4,5227,4/28/2021,85000,592300,52527.0
3685,6532 SW Locust St,Portland,97223,45.44677353,-122.7445602,3,3,7405,8/13/2020,497550,587100,52527.0
3686,11125 SW 119th Ave,Tigard,97223,45.43976212,-122.7987442,2,3,8712,8/13/2020,399000,467200,52527.0
3687,11293 SW 105th Pl,Tigard,97223,45.43839645,-122.78562930000001,2,3,9147,8/13/2020,450000,527000,52527.0
3688,10874 SW Teal Crest Pl,Tigard,97223,45.44147491,-122.79856869999999,4,4,7840,8/11/2020,766194,894500,52527.0
3689,14565 SW Klipsan Ln,Tigard,97223,45.42325974,-122.82686609999999,4,5,7405,8/11/2020,685000,802800,52527.0
3690,11363 SW Megan Ter,Tigard,97223,45.43775177,-122.7906952,3,5,7840,1/19/2021,683500,748600,52527.0
3691,12120 SW 116th Ave,Tigard,97223,45.43243027,-122.79541780000001,3,3,15245,8/11/2020,475000,556500,52527.0
3692,13701 SW 130th Pl,Tigard,97223,45.42066956,-122.8101273,3,4,8712,8/11/2020,639000,748600,52527.0
3693,11367 SW Hallmark Ter,Tigard,97223,45.43797302,-122.8190308,3,2,1306,6/29/2021,391500,393800,52527.0
3694,11825 SW James Ct,Tigard,97223,45.42456055,-122.7974319,3,4,15245,11/12/2020,510000,576100,52527.0
3695,10589 SW Windsor Pl,Tigard,97223,45.44096756,-122.7859268,3,3,3920,11/2/2020,356000,405000,52527.0
3696,12665 SW Sorrel Dock Ct,Tigard,97223,45.44112015,-122.8068771,2,3,6010,6/3/2021,568300,571469,52527.0
3697,13335 SW Chimney Ridge Ct,Tigard,97223,45.43293381,-122.8142395,2,3,12196,11/13/2020,545250,615700,52527.0
3698,13335 SW Brittany Dr,Tigard,97223,45.43658829,-122.8137436,2,3,5662,11/13/2020,460000,519400,52527.0
3699,12995 SW Hawks Beard St,Tigard,97223,45.44065857,-122.8103409,2,3,5662,11/13/2020,425000,479900,52527.0
3700,16147 SW Palermo Ln,Tigard,97223,45.41905975,-122.84299469999999,3,4,5227,11/13/2020,521000,588300,52527.0
3701,13867 SW Benchview Ter,Tigard,97223,45.41973495,-122.81950379999999,3,4,13939,3/26/2021,1000000,1057800,52527.0
3702,14674 SW Catalina Dr,Tigard,97223,45.42464828,-122.8278885,3,3,2178,3/26/2021,461000,487700,52527.0
3703,9725 SW Frewing St,Tigard,97223,45.42375565,-122.7768555,2,3,6969,9/30/2020,420000,483700,52527.0
3704,12435 SW 129th Ave,Tigard,97223,45.43053055,-122.810379,3,3,7840,3/26/2021,535000,565900,52527.0
3705,12626 SW 116th Ave,Tigard,97223,45.42840576,-122.79615020000001,3,4,6098,7/12/2021,705000,705700,52527.0
3706,12839 SW 132nd Ave,Tigard,97223,45.42724609,-122.8127365,3,5,9147,7/16/2020,779000,886317,52527.0
3707,11052 SW Legacy Oak Way,Tigard,97223,45.43983841,-122.7538834,3,4,1742,11/2/2020,425000,481900,52527.0
3708,11581 SW Shoreview Pl,Tigard,97223,45.4358902,-122.8056107,3,3,10890,11/13/2020,561000,633500,52527.0
3709,11225 SW 78th Ave,Tigard,97223,45.43884277,-122.7577057,1,3,19602,5/20/2021,475000,487800,52527.0
3710,11600 SW Manzanita St,Tigard,97223,45.43984985,-122.7962112,2,3,7840,11/13/2020,419728,473900,52527.0
3711,10634 SW Cook Ln,Tigard,97223,45.42266464,-122.7867203,3,4,19602,9/29/2020,575000,662700,52527.0
3712,13728 SW 130th Pl,Tigard,97223,45.42050171,-122.80943300000001,3,4,6534,7/10/2020,540000,615587,52527.0
3713,10730 SW Black Diamond Way,Tigard,97223,45.44101334,-122.78739170000001,2,3,7405,3/4/2021,450000,481600,52527.0
3714,11680 SW 113th Pl,Tigard,97223,45.43548584,-122.7931213,2,3,7405,9/29/2020,415000,478300,52527.0
3715,12817 SW 133rd Ave,Tigard,97223,45.42776871,-122.81411740000001,4,5,10018,9/29/2020,640000,734700,52527.0
3716,10640 SW Summer Lake Dr,Tigard,97223,45.44291687,-122.8077469,3,3,6778,9/29/2020,200344,509500,52527.0
3717,13245 SW Village Glenn Dr,Tigard,97223,45.42378998,-122.7741241,3,4,8276,11/15/2020,470000,530000,52527.0
3718,11230 SW 90th Ave,Tigard,97223,45.43887711,-122.7689133,2,5,16988,9/29/2020,510000,587600,52527.0
3719,14753 SW Fern St,Tigard,97223,45.42604828,-122.8294678,3,4,5662,3/4/2021,718000,768400,52527.0
3720,13843 SW Benchview Ter,Tigard,97223,45.41991043,-122.8192368,4,5,14374,3/4/2021,699900,748600,52527.0
3721,16210 SW Keerins Ct,Tigard,97223,45.42392349,-122.84426119999999,3,4,6969,9/29/2020,599500,690900,52527.0
3722,13555 SW Brim Pl,Tigard,97223,45.41934204,-122.8169937,3,4,16117,9/29/2020,650000,748900,52527.0
3723,8595 SW Lucille Ct,Tigard,97223,45.44128799,-122.76510619999999,1,3,3484,11/15/2020,304250,343100,52527.0
3724,13020 SW 107th Ct,Tigard,97223,45.42593765,-122.78807830000001,2,3,6969,6/6/2021,529410,538900,52527.0
3725,12900 SW Watkins Ave,Tigard,97223,45.42652893,-122.7850876,2,3,18295,7/16/2020,445000,506445,52527.0
3726,11467 SW Twin Park Pl,Tigard,97223,45.43716049,-122.79142759999998,2,4,9583,3/24/2021,519000,549300,52527.0
3727,10980 SW Summer Lake Dr,Tigard,97223,45.44065094,-122.8086777,2,2,4356,6/6/2021,500000,509000,52527.0
3728,7530 SW Varns St,Tigard,97223,45.4245224,-122.7545166,3,4,16988,7/8/2020,524000,597680,52527.0
3729,11565 SW Fonner St,Tigard,97223,45.42648315,-122.79570009999999,4,5,39639,11/15/2020,839000,946200,52527.0
3730,14234 SW Walnut Ln,Tigard,97223,45.42886353,-122.82324979999999,3,5,5662,3/24/2021,680000,719700,52527.0
3731,10940 SW Errol St,Tigard,97223,45.42871475,-122.7894287,2,3,14374,11/15/2020,415000,468000,52527.0
3732,13597 SW Benchview Ter,Tigard,97223,45.42153931,-122.81603999999999,4,6,30056,5/26/2021,875000,895700,52527.0
3733,13710 SW 163rd Pl,Tigard,97223,45.42073822,-122.8441925,3,4,4791,4/4/2021,562700,610100,52527.0
3734,13102 SW Tamera Ln,Tigard,97223,45.43494034,-122.81188200000001,2,4,6969,3/29/2021,519000,547900,52527.0
3735,9169 SW Hill St,Tigard,97223,45.42283629999999,-122.77092739999999,3,4,8712,3/9/2021,600000,640100,52527.0
3736,13045 SW Grant Ave,Tigard,97223,45.42565918,-122.78363799999998,2,4,10018,6/6/2021,436000,443500,52527.0
3737,16022 SW Dewberry Ln,Tigard,97223,45.42440414,-122.8414688,3,3,5662,4/4/2021,493000,518700,52527.0
3738,12820 SW Kameron Way,Tigard,97223,45.42618179,-122.8311768,3,4,5227,5/20/2021,602000,618200,52527.0
3739,9450 SW Omara St,Tigard,97223,45.42175674,-122.77410890000002,1,2,16117,7/5/2020,390000,445085,52527.0
3740,11215 SW 82nd Ave,Tigard,97223,45.43874359,-122.7615128,3,3,13503,6/7/2021,519000,527700,52527.0
3741,12285 SW Whistlers Ln,Tigard,97223,45.42132187,-122.8038483,3,5,7840,6/7/2021,730000,742200,52527.0
3742,11660 SW Fonner St,Tigard,97223,45.42563629,-122.7969284,2,4,27007,5/26/2021,665000,680400,52527.0
3743,12480 SW 112th Ave,Tigard,97223,45.42972565,-122.7915497,2,3,15245,11/16/2020,485000,546700,52527.0
3744,12925 SW Walnut St,Tigard,97223,45.42932129,-122.80939479999999,2,3,27007,11/16/2020,510000,574900,52527.0
3745,13840 SW 100th Ave,Tigard,97223,45.41985321,-122.78022,2,3,7840,4/4/2021,440000,463000,52527.0
3746,10915 SW 130th Ave,Tigard,97223,45.44113159,-122.81088259999999,2,3,2178,4/4/2021,410000,431400,52527.0
3747,14121 SW Northview Dr,Tigard,97223,45.43019104,-122.82251740000001,3,3,6969,4/4/2021,638000,671300,52527.0
3748,12655 SW Falcon Rise Dr,Tigard,97223,45.43486023,-122.80709840000002,3,4,6969,4/4/2021,560000,589200,52527.0
3749,13527 SW Ashbury Ln,Tigard,97223,45.43565369,-122.8160019,3,4,5227,10/29/2020,494700,562100,52527.0
3750,13827 SW 162nd Ter,Tigard,97223,45.42006683,-122.84384159999999,3,4,4791,5/18/2021,600000,616500,52527.0
3751,12876 SW Winter Lake Dr,Tigard,97223,45.43598938,-122.8090973,3,4,6534,11/18/2020,435000,489900,52527.0
3752,11778 SW Morning Hill Dr,Tigard,97223,45.43378067,-122.81840520000002,3,4,6534,11/18/2020,505000,568800,52527.0
3753,12321 SW 132nd Ct,Tigard,97223,45.43121338,-122.8125763,3,4,10890,5/18/2021,621000,638100,52527.0
3754,11068 SW Legacy Oak Way,Tigard,97223,45.43976212,-122.7545166,3,3,2178,9/29/2020,410000,472400,52527.0
3755,9326 SW Lehman St,Tigard,97223,45.44870758,-122.7729874,3,4,4791,9/29/2020,477500,550300,52527.0
3756,7120 SW Ash Creek Ct,Tigard,97223,45.44906998,-122.75003810000001,4,5,6969,5/18/2021,975000,1001800,52527.0
3757,10000 SW Johnson St,Tigard,97223,45.42999268,-122.7800369,5,4,11761,5/18/2021,700000,719200,52527.0
3758,13892 SW Hindon Ct,Tigard,97223,45.43200684,-122.8196335,2,3,6534,5/28/2021,435000,445100,52527.0
3759,6606 SW Pine St,Tigard,97223,45.44351578,-122.7449493,1,3,12196,5/18/2021,470000,483200,52527.0
3760,13850 SW 114th Ave,Tigard,97223,45.4197731,-122.7938461,2,3,6969,7/13/2020,465000,529648,52527.0
3761,12980 SW Parkdale Ave,Tigard,97223,45.42591858,-122.80586240000001,3,4,7840,10/19/2020,795000,906100,52527.0
3762,13658 SW White Cedar Pl,Tigard,97223,45.41946411,-122.81764979999998,5,4,14374,11/18/2020,960000,1081700,52527.0
3763,11277 SW 91st Ct,Tigard,97223,45.43874741,-122.77089690000001,3,3,7840,3/3/2021,500000,535400,52527.0
3764,9403 SW 74th Ave,Tigard,97223,45.45188904,-122.7537537,3,4,11325,11/18/2020,476000,536100,52527.0
3765,12938 SW Princeton Ln,Tigard,97223,45.42417526,-122.81009669999999,3,3,2178,7/12/2021,419000,451800,52527.0
3766,8570 SW Spruce St,Tigard,97223,45.44183731,-122.7650757,4,6,10454,4/4/2021,380000,399800,52527.0
3767,10690 SW Garden Park Pl,Tigard,97223,45.42038727,-122.78833770000001,1,2,4791,10/19/2020,336075,384300,52527.0
3768,12855 SW 107th Ct,Tigard,97223,45.42706679999999,-122.7875443,3,4,7840,11/18/2020,500000,563100,52527.0
3769,13010 SW Morningstar Dr,Tigard,97223,45.42129135,-122.81056979999998,3,4,8276,11/18/2020,619900,698200,52527.0
3770,12660 SW 136th Ct,Tigard,97223,45.42841721,-122.81698610000001,4,4,24829,11/2/2020,644000,730600,52527.0
3771,12890 SW Watkins Ave,Tigard,97223,45.42655182,-122.7846527,3,3,12632,3/17/2021,485000,515500,52527.0
3772,12030 SW Summer Crest Dr,Tigard,97223,45.43619156,-122.7994308,2,4,6969,5/23/2021,500000,512400,52527.0
3773,10100 SW Woodard Ln,Tigard,97223,45.42885971,-122.7807007,3,3,9147,5/23/2021,650000,666100,52527.0
3774,7670 SW Cherry Dr,Tigard,97223,45.42352295,-122.7564926,3,3,16552,10/16/2020,479000,546900,52527.0
3775,13721 SW Jenna Ct,Tigard,97223,45.42287827,-122.81871799999999,4,6,7405,5/23/2021,835000,855700,52527.0
3776,11145 SW 123rd Pl,Tigard,97223,45.43930817,-122.80220790000001,2,3,4791,3/31/2021,470000,495900,52527.0
3777,12830 SW 116th Ave,Tigard,97223,45.42695618,-122.796669,3,3,6098,5/28/2021,650000,664700,52527.0
3778,7715 SW Cherry Dr,Tigard,97223,45.4242363,-122.7557678,2,3,15245,3/7/2021,350000,519000,52527.0
3779,15940 SW Tuscany St,Tigard,97223,45.42069244,-122.84095759999998,3,3,4791,9/24/2020,459500,530500,52527.0
3780,7131 SW Ash Creek Ct,Tigard,97223,45.44947815,-122.7501297,3,3,6534,11/19/2020,599000,723900,52527.0
3781,11775 SW Manzanita St,Tigard,97223,45.44023132,-122.79759979999999,2,3,8712,6/1/2021,510000,520400,52527.0
3782,13759 SW Walnut Ln,Tigard,97223,45.4292984,-122.8183365,3,4,5662,10/19/2020,565000,646300,52527.0
3783,12465 SW Winter Lake Dr,Tigard,97223,45.43566132,-122.80507659999998,2,3,6098,3/9/2021,490000,523000,52527.0
3784,15559 SW Bristlecone Way,Tigard,97223,45.42295837,-122.83924099999999,3,3,5663,11/19/2020,425000,478500,52527.0
3785,7107 SW Lola Ln,Tigard,97223,45.45131683,-122.75001529999999,3,4,8276,3/9/2021,670000,715100,52527.0
3786,13003 SW 154th Ave,Tigard,97223,45.42606735,-122.83615879999999,3,3,4356,6/9/2021,493000,500700,52527.0
3787,12930 SW Laurmont Dr,Tigard,97223,45.4358139,-122.81098940000001,3,5,7840,10/19/2020,445000,507500,52527.0
3788,13270 SW Laurmont Dr,Tigard,97223,45.43426514,-122.8131561,3,3,6969,11/19/2020,498000,560700,52527.0
3789,13058 SW Princeton Ln,Tigard,97223,45.42432404,-122.81137849999999,3,3,1742,4/6/2021,418000,439600,52527.0
3790,13615 SW 121st Ave,Tigard,97223,45.42168045,-122.8019943,2,2,26136,3/31/2021,450000,474800,52527.0
3791,10985 SW Pathfinder Way,Tigard,97223,45.42670059,-122.79042050000001,3,3,12632,10/16/2020,450000,513800,52527.0
3792,13212 SW Chelsea Loop,Tigard,97223,45.42270279,-122.77052309999999,2,3,4356,11/19/2020,438000,493100,52527.0
3793,11915 SW 113th Pl,Tigard,97223,45.43365097,-122.7935028,2,3,10454,10/16/2020,440000,503900,52527.0
3794,14959 SW Kraft Loop,Tigard,97223,45.4275856,-122.8304443,3,2,1742,10/19/2020,315000,360200,52527.0
3795,7173 SW Barbara Ln,Tigard,97223,45.45043945,-122.75070190000001,3,4,9583,4/1/2021,665000,700900,52527.0
3796,14134 SW Northview Dr,Tigard,97223,45.42964554,-122.8224945,3,4,7405,9/24/2020,480000,554000,52527.0
3797,12255 SW Tippitt Pl,Tigard,97223,45.42839813,-122.80201720000001,5,5,10454,9/24/2020,540000,623300,52527.0
3798,16386 SW Gearin Ct,Tigard,97223,45.42359924,-122.84602360000001,3,4,6969,4/1/2021,612000,645400,52527.0
3799,14199 SW Walnut Creek Way,Tigard,97223,45.43313217,-122.82190700000001,3,3,3049,4/15/2021,545000,570000,52527.0
3800,12920 SW Parkdale Ave,Tigard,97223,45.42647934,-122.8058777,3,4,7841,11/19/2020,859000,966700,52527.0
3801,9555 SW Frewing St,Tigard,97223,45.42170334,-122.77516940000001,2,3,8712,10/30/2020,476000,540600,52527.0
3802,13065 SW 121st Ave,Tigard,97223,45.42548752,-122.8001709,1,3,16117,11/19/2020,250000,471200,52527.0
3803,11486 SW Fonner St,Tigard,97223,45.42674637,-122.7948532,3,4,7840,6/11/2021,625000,634400,52527.0
3804,14293 SW Lukar Ct,Tigard,97223,45.42855072,-122.82411189999999,1,3,6534,11/19/2020,610000,686700,52527.0
3805,15818 SW Sundew Dr,Portland,97223,45.42205048,-122.83827209999998,3,3,4791,2/26/2021,425000,456300,52527.0
3806,11008 SW Mallow Ter,Tigard,97223,45.44042587,-122.81600949999999,3,2,871,6/1/2021,325000,331500,52527.0
3807,13640 SW 124th Ave,Tigard,97223,45.42134094,-122.80477909999999,3,5,6098,2/26/2021,700000,751600,52527.0
